,Tweet,cleanedTweets
255,Had a phone conversation with @AndrzejDuda about defense cooperation between Ukraine and Poland. I am grateful for his efforts to consolidate international support for Ukraine's EU candidate status.,Had a phone conversation with  about defense cooperation between Ukraine and Poland. I am grateful for his efforts to consolidate international support for Ukraine's EU candidate status.
256,Congratulations on the Platinum anniversary of the reign of the Queen of 🇬🇧 Her Majesty Elizabeth II @RoyalFamily. Grateful for supporting 🇺🇦 in the fight for our freedom and independence. I wish Her Majesty well-being and peace and prosperity to 🇬🇧 people.,Congratulations on the Platinum anniversary of the reign of the Queen of 🇬🇧 Her Majesty Elizabeth II . Grateful for supporting 🇺🇦 in the fight for our freedom and independence. I wish Her Majesty well-being and peace and prosperity to 🇬🇧 people.
257,"Grateful to 🇪🇺, @vonderleyen, @eucopresident for the decisions in support of 🇺🇦. The 6th sanctions package increases the pressure on RF depriving it of oil profits. Abolition of tariffs &amp; quotas on imports from 🇺🇦 for 1 year supports our producers, agricultural workers &amp; economy.","Grateful to 🇪🇺, ,  for the decisions in support of 🇺🇦. The 6th sanctions package increases the pressure on RF depriving it of oil profits. Abolition of tariffs &amp; quotas on imports from 🇺🇦 for 1 year supports our producers, agricultural workers &amp; economy."
258,Continued dialogue with 🇹🇷 President @RTErdogan. Discussed threats to food security posed by the aggressor &amp; ways to unblock 🇺🇦 ports. Held discussions on cooperation in the security sphere. Unanimously agree on the need to restore peace. We appreciate 🇹🇷's help in this process.,Continued dialogue with 🇹🇷 President . Discussed threats to food security posed by the aggressor &amp; ways to unblock 🇺🇦 ports. Held discussions on cooperation in the security sphere. Unanimously agree on the need to restore peace. We appreciate 🇹🇷's help in this process.
259,"As part of the regular dialogue, I had another phone conversation with @BorisJohnson. We talked about strengthening defense support for 🇺🇦, intensifying work on security guarantees, supplying fuel to Ukraine. We must work together to prevent a food crisis and unblock 🇺🇦 ports.","As part of the regular dialogue, I had another phone conversation with . We talked about strengthening defense support for 🇺🇦, intensifying work on security guarantees, supplying fuel to Ukraine. We must work together to prevent a food crisis and unblock 🇺🇦 ports."
260,Had a phone conversation with 🇮🇹 Prime Minister #MarioDraghi. Informed about the situation on the frontline. We expect further defense support from our partners. Raised the issue of fuel supply. Ways to prevent the food crisis were discussed. We have to unblock 🇺🇦 ports together.,Had a phone conversation with 🇮🇹 Prime Minister MarioDraghi. Informed about the situation on the frontline. We expect further defense support from our partners. Raised the issue of fuel supply. Ways to prevent the food crisis were discussed. We have to unblock 🇺🇦 ports together.
261,Had a phone conversation with 🇳🇱 Prime Minister @MinPres. Informed about the difficult situation on the frontline and the need to increase support for 🇺🇦 in countering Russian aggression. Discussed 🇺🇦's path to the EU. The Ukrainian people deserve to take a place in the 🇪🇺 family,Had a phone conversation with 🇳🇱 Prime Minister . Informed about the difficult situation on the frontline and the need to increase support for 🇺🇦 in countering Russian aggression. Discussed 🇺🇦's path to the EU. The Ukrainian people deserve to take a place in the 🇪🇺 family
262,"Held talks with 🇦🇹 Chancellor @karlnehammer. Informed about the situation on the frontline. The prospects of 🇺🇦 membership in the EU were discussed. Thanked for the humanitarian aid, as well as for the readiness to provide treatment and medical rehabilitation for 🇺🇦 citizens.","Held talks with 🇦🇹 Chancellor . Informed about the situation on the frontline. The prospects of 🇺🇦 membership in the EU were discussed. Thanked for the humanitarian aid, as well as for the readiness to provide treatment and medical rehabilitation for 🇺🇦 citizens."
263,"On Africa Day, I had a substantive conversation with President of Liberia @GeorgeWeahOff. Expressed gratitude for 🇱🇷's support for the sovereignty and territorial integrity of 🇺🇦, in particular within the UN. Discussed ways out of the food crisis provoked by Russia.","On Africa Day, I had a substantive conversation with President of Liberia . Expressed gratitude for 🇱🇷's support for the sovereignty and territorial integrity of 🇺🇦, in particular within the UN. Discussed ways out of the food crisis provoked by Russia."
264,"Deeply saddened by the news of the murder of innocent children in Texas. Sincere condolences to the families of the victims, the people of the US and @POTUS  over this tragedy. The people of Ukraine share the pain of the relatives and friends of the victims and all Americans.","Deeply saddened by the news of the murder of innocent children in Texas. Sincere condolences to the families of the victims, the people of the US and   over this tragedy. The people of Ukraine share the pain of the relatives and friends of the victims and all Americans."
265,"Coordinated with 🇨🇦 Prime Minister @JustinTrudeau further steps to repel Russian aggression. We appreciate the new defense and financial assistance. Thank you, Justine, friend, for supporting the Ukrainian people. Cooperation between 🇺🇦 and 🇨🇦 is stronger than ever!","Coordinated with 🇨🇦 Prime Minister  further steps to repel Russian aggression. We appreciate the new defense and financial assistance. Thank you, Justine, friend, for supporting the Ukrainian people. Cooperation between 🇺🇦 and 🇨🇦 is stronger than ever!"
266,"On the eve of the special meeting of the European Council on May 30-31, continued dialogue with @eucopresident Charles Michel. Aid to Ukraine will be a cross-cutting issue. Coordinated steps to strengthen sanctions, food security, rebuild Ukraine and move towards #EU membership.","On the eve of the special meeting of the European Council on May 30-31, continued dialogue with  Charles Michel. Aid to Ukraine will be a cross-cutting issue. Coordinated steps to strengthen sanctions, food security, rebuild Ukraine and move towards EU membership."
267,"Had a phone conversation with #MarioDraghi at his initiative. Talked about defensive cooperation, the need to accelerate the 6th package of sanctions and unblock Ukrainian ports. Thanked for the unconditional support for Ukraine on the path to the #EU.","Had a phone conversation with MarioDraghi at his initiative. Talked about defensive cooperation, the need to accelerate the 6th package of sanctions and unblock Ukrainian ports. Thanked for the unconditional support for Ukraine on the path to the EU."
268,"Grateful to @POTUS for signing the law on additional support for 🇺🇦. The leadership of 🇺🇸, President Biden &amp; the American people in supporting 🇺🇦's fight against the Russian aggressor is crucial. Look forward to new, powerful defense assistance. Today it is needed more than ever.","Grateful to  for signing the law on additional support for 🇺🇦. The leadership of 🇺🇸, President Biden &amp; the American people in supporting 🇺🇦's fight against the Russian aggressor is crucial. Look forward to new, powerful defense assistance. Today it is needed more than ever."
269,"42 states took Ukraine’s side in the case against Russia at the International Court of Justice and intend to join the proceedings. Grateful to partners who chose the right side of history. The side of truth, international law, and justice. Together, we'll hold Russia accountable.","42 states took Ukraine’s side in the case against Russia at the International Court of Justice and intend to join the proceedings. Grateful to partners who chose the right side of history. The side of truth, international law, and justice. Together, we'll hold Russia accountable."
270,"I praise the 🇺🇸 Senate's approval of the Additional Ukraine Supplemental Appropriations Act of 2022. $ 40 billion is a significant 🇺🇸 contribution to the restoration of peace and security in Ukraine, Europe and the world. We look forward to the signing of the law by @POTUS","I praise the 🇺🇸 Senate's approval of the Additional Ukraine Supplemental Appropriations Act of 2022. $ 40 billion is a significant 🇺🇸 contribution to the restoration of peace and security in Ukraine, Europe and the world. We look forward to the signing of the law by "
271,"Had a phone conversation with @BorisJohnson. Informed about the course of hostilities and the operation to rescue the military from Azovstal. Discussed defense support, ways to export agricultural products from Ukraine and import fuel to Ukraine.","Had a phone conversation with . Informed about the course of hostilities and the operation to rescue the military from Azovstal. Discussed defense support, ways to export agricultural products from Ukraine and import fuel to Ukraine."
272,"Maintain constant contact with @vonderleyen. Thanked for € 9 and € 0.6 billion in financial aid. Discussed the EC-proposed ""Platform for Reconstruction of Ukraine"", which should become a common success story. Agreed on the feasibility of joint control at the 🇺🇦-🇵🇱 border.","Maintain constant contact with . Thanked for € 9 and € 0.6 billion in financial aid. Discussed the EC-proposed ""Platform for Reconstruction of Ukraine"", which should become a common success story. Agreed on the feasibility of joint control at the 🇺🇦-🇵🇱 border."
273,"Had a phone conversation with @MohamedBinZayed. Congratulated on his election as President of the UAE. Discussed the possibilities of providing Ukraine with fuel, threats to global food security. Invited to take part in the post-war reconstruction of Ukraine.","Had a phone conversation with . Congratulated on his election as President of the UAE. Discussed the possibilities of providing Ukraine with fuel, threats to global food security. Invited to take part in the post-war reconstruction of Ukraine."
274,"Grateful for the support package for 🇺🇦 announced today by @vonderleyen: a new € 9 billion macro-financial aid program and a 🇺🇦 Recovery Platform. Such support will help 🇺🇦 win the war, overcome the consequences of RF's aggression &amp; accelerate the movement towards #EU membership","Grateful for the support package for 🇺🇦 announced today by : a new € 9 billion macro-financial aid program and a 🇺🇦 Recovery Platform. Such support will help 🇺🇦 win the war, overcome the consequences of RF's aggression &amp; accelerate the movement towards EU membership"
275,"We also discussed defense support from France, preparation of the 6th package of sanctions, possible ways to export Ukrainian agricultural products. Held a substantive discussion of our application for the status of a candidate for EU membership. (2/2)","We also discussed defense support from France, preparation of the 6th package of sanctions, possible ways to export Ukrainian agricultural products. Held a substantive discussion of our application for the status of a candidate for EU membership. (2/2)"
276,"Finished a long and meaningful phone conversation with @EmmanuelMacron. Told about the course of hostilities, the operation to rescue the military from Azovstal and the vision of the prospects of the negotiation process. Raised the issue of fuel supply to Ukraine. (1/2)","Finished a long and meaningful phone conversation with . Told about the course of hostilities, the operation to rescue the military from Azovstal and the vision of the prospects of the negotiation process. Raised the issue of fuel supply to Ukraine. (1/2)"
277,"Held productive talks with @Bundeskanzler. Discussed the situation on the frontline, further pressure on Russia, sanctions increase, the prospects of peace. Appreciate 🇩🇪 support, including defensive one. We count on further 🇩🇪 assistance on 🇺🇦 path to full membership in the #EU","Held productive talks with . Discussed the situation on the frontline, further pressure on Russia, sanctions increase, the prospects of peace. Appreciate 🇩🇪 support, including defensive one. We count on further 🇩🇪 assistance on 🇺🇦 path to full membership in the EU"
278,Continued the dialogue with IMF Managing Director @KGeorgieva. Discussed the need for financial support of 🇺🇦 economy. The IMF is our important partner. We look forward to further fruitful joint work in maintaining financial stability of 🇺🇦.,Continued the dialogue with IMF Managing Director . Discussed the need for financial support of 🇺🇦 economy. The IMF is our important partner. We look forward to further fruitful joint work in maintaining financial stability of 🇺🇦.
279,"Had a phone conversation with 🇸🇰 President @ZuzanaCaputova. Discussed 🇺🇦's progress in obtaining the status of a candidate country for EU membership. Supported the increase in sanctions. Discussed fuel imports from 🇸🇰. Thanked for the humanitarian &amp; defense aid, invited her to 🇺🇦","Had a phone conversation with 🇸🇰 President . Discussed 🇺🇦's progress in obtaining the status of a candidate country for EU membership. Supported the increase in sanctions. Discussed fuel imports from 🇸🇰. Thanked for the humanitarian &amp; defense aid, invited her to 🇺🇦"
280,Had a phone conversation with President of Finland @niinisto. Commended the readiness of 🇫🇮 to apply for NATO membership. We also discussed Ukraine's European integration. And 🇺🇦 - 🇫🇮 defense interaction.,Had a phone conversation with President of Finland . Commended the readiness of 🇫🇮 to apply for NATO membership. We also discussed Ukraine's European integration. And 🇺🇦 - 🇫🇮 defense interaction.
281,"Held regular talks with 🇩🇪 Chancellor @Bundeskanzler. Talked about defensive aid, cooperation in the energy sector, increasing sanctions on the Russian aggressor. We appreciate the high level of dialogue with 🇩🇪 and support in our struggle!","Held regular talks with 🇩🇪 Chancellor . Talked about defensive aid, cooperation in the energy sector, increasing sanctions on the Russian aggressor. We appreciate the high level of dialogue with 🇩🇪 and support in our struggle!"
282,I thank @SpeakerPelosi and all friends of 🇺🇦 in 🇺🇸 House of Representatives for the quick approval of the law on additional financial support for our state initiated by @POTUS. We are looking forward to consideration of this important document for us by the Senate.,I thank  and all friends of 🇺🇦 in 🇺🇸 House of Representatives for the quick approval of the law on additional financial support for our state initiated by . We are looking forward to consideration of this important document for us by the Senate.
283,Grateful to @POTUS and 🇺🇸 people for supporting 🇺🇦 in the fight for our freedom and future. Today's signing of the law on Lend-Lease is a historic step. I am convinced that we will win together again. And we will defend democracy in Ukraine. And in Europe. Like 77 years ago.,Grateful to  and 🇺🇸 people for supporting 🇺🇦 in the fight for our freedom and future. Today's signing of the law on Lend-Lease is a historic step. I am convinced that we will win together again. And we will defend democracy in Ukraine. And in Europe. Like 77 years ago.
284,"Held negotiations with @SwedishPM. Discussed cooperation in the energy sphere, further defense support in the fight against the Russian aggressor, strengthening of sanctions on Russia. On #EuropeDay, Ukrainians defend our common European values ​​with weapons in their hands!","Held negotiations with . Discussed cooperation in the energy sphere, further defense support in the fight against the Russian aggressor, strengthening of sanctions on Russia. On EuropeDay, Ukrainians defend our common European values ​​with weapons in their hands!"
285,"Had a good, constructive, important conversation with 🇩🇪 Federal President Mr. Steinmeier. Thanked for strong support for 🇺🇦. Expect it to be intensified. 🇩🇪leadership is important to counter 🇷🇺 aggression. Informed about situation on the frontline, critical situation in Mariupol","Had a good, constructive, important conversation with 🇩🇪 Federal President Mr. Steinmeier. Thanked for strong support for 🇺🇦. Expect it to be intensified. 🇩🇪leadership is important to counter 🇷🇺 aggression. Informed about situation on the frontline, critical situation in Mariupol"
286,I'm in touch with 🇬🇧 Prime Minister @BorisJohnson. Today I thanked him for addressing the Verkhovna Rada. We discussed future joint international legal events and developments. Some issues of defensive support for Ukraine were also touched upon.,I'm in touch with 🇬🇧 Prime Minister . Today I thanked him for addressing the Verkhovna Rada. We discussed future joint international legal events and developments. Some issues of defensive support for Ukraine were also touched upon.
287,"We launched United24 @U24_gov_ua global initiative.

Its 1st component is an online platform to raise funds in support of 🇺🇦. Other projects &amp; programs will be added soon.

You can make a donation in 1 click from any country.

Together we will win!

#united24 #thepoweroffreedom https://t.co/notUt1P3ZF",We launched United24  global initiative.  Its 1st component is an online platform to raise funds in support of 🇺🇦. Other projects &amp; programs will be added soon.  You can make a donation in 1 click from any country.  Together we will win!  united24 thepoweroffreedom 
288,Held fruitful negotiations with the Prime Minister 🇮🇱 @naftalibennett. Congratulated him and the people of Israel 🇮🇱 on Independence Day! Have informed him about countering the aggressor and about the critical situation in Mariupol.,Held fruitful negotiations with the Prime Minister 🇮🇱 . Congratulated him and the people of Israel 🇮🇱 on Independence Day! Have informed him about countering the aggressor and about the critical situation in Mariupol.
289,"I maintain a constant dialogue with 🇳🇱 Prime Minister @MinPres. Told him about the course of hostilities, discussed ways to prosecute war criminals and diplomatic issues of common interest.","I maintain a constant dialogue with 🇳🇱 Prime Minister . Told him about the course of hostilities, discussed ways to prosecute war criminals and diplomatic issues of common interest."
290,I am also grateful to the #ICRC for its role in the negotiations and the work of its teams in Mariupol.,I am also grateful to the ICRC for its role in the negotiations and the work of its teams in Mariupol.
291,"Evacuation of civilians from Azovstal began. The 1st group of about 100 people is already heading to the controlled area.  Tomorrow we’ll meet them in Zaporizhzhia. Grateful to our team! Now they, together with #UN, are working on the evacuation of other civilians from the plant.","Evacuation of civilians from Azovstal began. The 1st group of about 100 people is already heading to the controlled area.  Tomorrow we’ll meet them in Zaporizhzhia. Grateful to our team! Now they, together with UN, are working on the evacuation of other civilians from the plant."
292,Held negotiations with @ignaziocassis. Noted the humanitarian aid from Switzerland. We discussed the preparations for the conference on the reconstruction of Ukraine and 🇨🇭’s mediating role in the provision of consular services to Ukrainians in Russia.,Held negotiations with . Noted the humanitarian aid from Switzerland. We discussed the preparations for the conference on the reconstruction of Ukraine and 🇨🇭’s mediating role in the provision of consular services to Ukrainians in Russia.
293,I keep in touch with @BorisJohnson. Spoke about the situation on the battlefield and in the blocked Mariupol. Discussed defensive support for Ukraine and the necessary diplomatic efforts to achieve peace.,I keep in touch with . Spoke about the situation on the battlefield and in the blocked Mariupol. Discussed defensive support for Ukraine and the necessary diplomatic efforts to achieve peace.
294,"Continued dialogue with @EmmanuelMacron. Discussed defense cooperation, interaction on 🇺🇦’s path to 🇪🇺 membership. Grateful for 🇫🇷 humanitarian aid, readiness to treat 🇺🇦 defenders, decision to continue the work of 🇫🇷 mission to assist in the investigation of RF’s crimes.","Continued dialogue with . Discussed defense cooperation, interaction on 🇺🇦’s path to 🇪🇺 membership. Grateful for 🇫🇷 humanitarian aid, readiness to treat 🇺🇦 defenders, decision to continue the work of 🇫🇷 mission to assist in the investigation of RF’s crimes."
295,Grateful to @POTUS and the American people for the leadership in supporting Ukraine in our fight against Russian aggression. We defend common values ​​- democracy and freedom. We appreciate the 🇺🇸’s help. Today it is needed more than ever!,Grateful to  and the American people for the leadership in supporting Ukraine in our fight against Russian aggression. We defend common values ​​- democracy and freedom. We appreciate the 🇺🇸’s help. Today it is needed more than ever!
296,"Talked to @vonderleyen. Thanked the European Commission for deciding to abolish tariffs, quotas on 🇺🇦 industrial goods, foods. Discussed further support, including MFA. The European Commission President spoke about 6th sanctions package, which must include oil embargo.","Talked to . Thanked the European Commission for deciding to abolish tariffs, quotas on 🇺🇦 industrial goods, foods. Discussed further support, including MFA. The European Commission President spoke about 6th sanctions package, which must include oil embargo."
297,"Special thanks to Italy for sheltering more than 100,000 Ukrainians who were forced to flee their homes due to Russian aggression. The involvement of 🇮🇹 in future 🇺🇦 security agreements was also discussed.","Special thanks to Italy for sheltering more than 100,000 Ukrainians who were forced to flee their homes due to Russian aggression. The involvement of 🇮🇹 in future 🇺🇦 security agreements was also discussed."
298,Continued the dialog with 🇮🇹 PM Mario Draghi. Briefed on the progress of reversing aggression of Russia. Grateful for 🇮🇹 involvement in the investigation of Russia's crimes against humanity. Also appreciate the principled support for toughening sanctions against the aggressor.,Continued the dialog with 🇮🇹 PM Mario Draghi. Briefed on the progress of reversing aggression of Russia. Grateful for 🇮🇹 involvement in the investigation of Russia's crimes against humanity. Also appreciate the principled support for toughening sanctions against the aggressor.
299,"Had talks with President 🇮🇩 @jokowi. Thanked for the support of 🇺🇦 sovereignty and territorial integrity, in particular for a clear position in the UN. Food security issues were discussed. Appreciate inviting me to the @g20org summit","Had talks with President 🇮🇩 . Thanked for the support of 🇺🇦 sovereignty and territorial integrity, in particular for a clear position in the UN. Food security issues were discussed. Appreciate inviting me to the  summit"
300,"Today marks 36 years since #ChNPP tragedy. It took the lives of tens of thousands of people and made the world realize the danger of careless handling of the ""peaceful atom"". Regretfully, not everyone realized. Now RF's actions at 🇺🇦 NPPs threaten humanity with a new catastrophe.","Today marks 36 years since ChNPP tragedy. It took the lives of tens of thousands of people and made the world realize the danger of careless handling of the ""peaceful atom"". Regretfully, not everyone realized. Now RF's actions at 🇺🇦 NPPs threaten humanity with a new catastrophe."
301,Continued dialogue with PM @kishida230. Informed about heroic resistance to Russian aggression. Thanked 🇯🇵 for the important support. Discussed prospects of post-war cooperation. We see Japan as an important participant in the anti-war coalition &amp; future security agreements of 🇺🇦,Continued dialogue with PM . Informed about heroic resistance to Russian aggression. Thanked 🇯🇵 for the important support. Discussed prospects of post-war cooperation. We see Japan as an important participant in the anti-war coalition &amp; future security agreements of 🇺🇦
302,"Two months of heroic nationwide resistance of 🇺🇦 to the Russian aggression have passed. I’m grateful to @POTUS and the people of 🇺🇸 for leadership in supporting 🇺🇦. Today the Ukrainian people are united and strong, and 🇺🇦-🇺🇸 friendship and partnership are stronger than ever!","Two months of heroic nationwide resistance of 🇺🇦 to the Russian aggression have passed. I’m grateful to  and the people of 🇺🇸 for leadership in supporting 🇺🇦. Today the Ukrainian people are united and strong, and 🇺🇦-🇺🇸 friendship and partnership are stronger than ever!"
303,"(2/2) Discussed the course of the negotiation process, coordination with 🇹🇷 &amp; other countries of security guarantees for our state. Raised issues related to 🇺🇦 defense capabilities and global food security, which is under threat due to the blocking of navigation in the Black Sea","(2/2) Discussed the course of the negotiation process, coordination with 🇹🇷 &amp; other countries of security guarantees for our state. Raised issues related to 🇺🇦 defense capabilities and global food security, which is under threat due to the blocking of navigation in the Black Sea"
304,"(1/2) Had an important phone conversation with President @RTErdogan. On the eve of his talks with Putin, I stressed the need for immediate evacuation of civilians from Mariupol, including Azovstal, and immediate exchange of blocked troops.","(1/2) Had an important phone conversation with President . On the eve of his talks with Putin, I stressed the need for immediate evacuation of civilians from Mariupol, including Azovstal, and immediate exchange of blocked troops."
305,"Continued dialogue with 🇬🇧 PM @BorisJohnson. Spoke about the opposition to RF’s aggression, situation in Mariupol. Thanked for the defense support &amp; macro-financial aid. Discussed security guarantees for 🇺🇦. Appreciate the leadership of @BorisJohnson &amp; 🇬🇧 in supporting 🇺🇦!","Continued dialogue with 🇬🇧 PM . Spoke about the opposition to RF’s aggression, situation in Mariupol. Thanked for the defense support &amp; macro-financial aid. Discussed security guarantees for 🇺🇦. Appreciate the leadership of  &amp; 🇬🇧 in supporting 🇺🇦!"
306,I’m grateful to @POTUS &amp; 🇺🇸 people for the leadership in supporting the people of Ukraine in the fight against Russian aggression. This help is needed today more than ever! It saves the lives of our defenders of democracy and freedom and brings us closer to restoring peace in 🇺🇦.,I’m grateful to  &amp; 🇺🇸 people for the leadership in supporting the people of Ukraine in the fight against Russian aggression. This help is needed today more than ever! It saves the lives of our defenders of democracy and freedom and brings us closer to restoring peace in 🇺🇦.
307,"Had a phone conversation with @CyrilRamaphosa. Told about our resistance to Russian aggression. Discussed the threat of a global food crisis, deepening relations with the Republic of South Africa and cooperation within international organizations.","Had a phone conversation with . Told about our resistance to Russian aggression. Discussed the threat of a global food crisis, deepening relations with the Republic of South Africa and cooperation within international organizations."
308,"Join millions of voices in a global social media campaign: #ArmUkraineNow 

1. Post a picture with a sign saying #ArmUkraineNow
2. Call on your government to provide heavy weapons to Ukraine 
3. Tag 3 friends and ask them to do the same

Stand with the Ukrainian people 🇺🇦 https://t.co/sfx96p4cKJ",Join millions of voices in a global social media campaign: ArmUkraineNow   1. Post a picture with a sign saying ArmUkraineNow 2. Call on your government to provide heavy weapons to Ukraine  3. Tag 3 friends and ask them to do the same  Stand with the Ukrainian people 🇺🇦 
309,Informed EC President @vonderleyen about the provision of the completed questionnaire - an important step towards #EU membership! Discussed the increase of security aid to 🇺🇦 in the face of RF's aggression. Also discussed postwar reconstruction. We appreciate the support of 🇪🇺!,Informed EC President  about the provision of the completed questionnaire - an important step towards EU membership! Discussed the increase of security aid to 🇺🇦 in the face of RF's aggression. Also discussed postwar reconstruction. We appreciate the support of 🇪🇺!
310,Continued dialogue with 🇳🇱 PM Mark Rutte @MinPres. Informed about the aggravation of the situation in Donbas. Ukrainians are doing everything to stop the aggressor. Grateful for supporting 🇺🇦. When peace is restored we'll build 🇺🇦-🇳🇱 relations of a new quality together in the EU!,Continued dialogue with 🇳🇱 PM Mark Rutte . Informed about the aggravation of the situation in Donbas. Ukrainians are doing everything to stop the aggressor. Grateful for supporting 🇺🇦. When peace is restored we'll build 🇺🇦-🇳🇱 relations of a new quality together in the EU!
311,Held talks with 🇭🇷 Prime Minister @AndrejPlenkovic. Informed about the course of countering Russian aggression. Discussed the importance of increasing sanctions pressure on Russia. Thanked for supporting Ukraine's movement to 🇪🇺 and for the important defensive assistance.,Held talks with 🇭🇷 Prime Minister . Informed about the course of countering Russian aggression. Discussed the importance of increasing sanctions pressure on Russia. Thanked for supporting Ukraine's movement to 🇪🇺 and for the important defensive assistance.
312,"Held talks with 🇧🇬 Prime Minister @KirilPetkov. Discussed problems of navigation in the Black Sea. Thanked for supporting Ukraine, in particular our accession to the #EU, as well as for a strong position regarding sanctions on Russia.","Held talks with 🇧🇬 Prime Minister . Discussed problems of navigation in the Black Sea. Thanked for supporting Ukraine, in particular our accession to the EU, as well as for a strong position regarding sanctions on Russia."
313,"Continued dialogue with President 🇱🇹 @GitanasNauseda. Informed about the situation on the frontline, the heroic defense of Mariupol. Thanked for the security support. We expect its increase within 🇪🇺. We need to raise the price of aggression for Russia, to strengthen sanctions.","Continued dialogue with President 🇱🇹 . Informed about the situation on the frontline, the heroic defense of Mariupol. Thanked for the security support. We expect its increase within 🇪🇺. We need to raise the price of aggression for Russia, to strengthen sanctions."
314,"Discussed with IMF Managing Director @KGeorgieva the issue of ensuring Ukraine's financial stability &amp; preparations for post-war reconstruction. We have clear plans for now, as well as a vision of prospects. I’m sure cooperation between the IMF &amp; 🇺🇦 will continue to be fruitful.","Discussed with IMF Managing Director  the issue of ensuring Ukraine's financial stability &amp; preparations for post-war reconstruction. We have clear plans for now, as well as a vision of prospects. I’m sure cooperation between the IMF &amp; 🇺🇦 will continue to be fruitful."
315,Talked to @SwedishPM. I described the critical situation in Mariupol. We discussed defense support for Ukraine and toughening of anti-Russian sanctions. I thanked for supporting Ukraine's membership in the EU.,Talked to . I described the critical situation in Mariupol. We discussed defense support for Ukraine and toughening of anti-Russian sanctions. I thanked for supporting Ukraine's membership in the EU.
316,"I continued dialogue with 🇬🇧 PM @BorisJohnson. The agreements reached during his recent visit, primarily on defense and macro-financial support, were discussed. I briefed 🇬🇧 PM on the situation at the front, in particular in Mariupol. We are working on security guarantees for 🇺🇦","I continued dialogue with 🇬🇧 PM . The agreements reached during his recent visit, primarily on defense and macro-financial support, were discussed. I briefed 🇬🇧 PM on the situation at the front, in particular in Mariupol. We are working on security guarantees for 🇺🇦"
317,"Held negotiations with 🇫🇷 President @EmmanuelMacron. Discussed the investigation of Russian crimes, the resistance of 🇺🇦 people to the invader. We appreciate the strong support of 🇫🇷. The negotiation process was also discussed. We strive for peace in Ukraine, in Europe!","Held negotiations with 🇫🇷 President . Discussed the investigation of Russian crimes, the resistance of 🇺🇦 people to the invader. We appreciate the strong support of 🇫🇷. The negotiation process was also discussed. We strive for peace in Ukraine, in Europe!"
318,"They’ve been trying to destroy us for 50 days, but the 🇺🇦 people are heroically resisting. We fear nothing, we know what we’re fighting for. We are brave enough to put an end to evil. Stop feeding the 🇷🇺 military machine. Help 🇺🇦 with weapons. Then peace &amp; good will win faster. https://t.co/WdDbZsvZ4e","They’ve been trying to destroy us for 50 days, but the 🇺🇦 people are heroically resisting. We fear nothing, we know what we’re fighting for. We are brave enough to put an end to evil. Stop feeding the 🇷🇺 military machine. Help 🇺🇦 with weapons. Then peace &amp; good will win faster. "
319,Continued constant dialogue with @POTUS. Assessed Russian war crimes. Discussed additional package of defensive and possible macro-financial aid 🇺🇦. Agreed to enhance sanctions.,Continued constant dialogue with . Assessed Russian war crimes. Discussed additional package of defensive and possible macro-financial aid 🇺🇦. Agreed to enhance sanctions.
320,"Without additional weaponry, this war will become an endless bloodbath, spreading misery, suffering, and destruction. Mariupol, Bucha, Kramatorsk – the list will be continued. Nobody will stop Russia except Ukraine with Heavy Weapons. #ArmUkraineNow https://t.co/miSOL5zvuA","Without additional weaponry, this war will become an endless bloodbath, spreading misery, suffering, and destruction. Mariupol, Bucha, Kramatorsk – the list will be continued. Nobody will stop Russia except Ukraine with Heavy Weapons. ArmUkraineNow "
321,True words of a true leader @POTUS. Calling things by their names is essential to stand up to evil. We are grateful for US assistance provided so far and we urgently need more heavy weapons to prevent further Russian atrocities.,True words of a true leader . Calling things by their names is essential to stand up to evil. We are grateful for US assistance provided so far and we urgently need more heavy weapons to prevent further Russian atrocities.
322,"Held talks with 🇳🇴 PM @jonasgahrstore. Informed of the course of resistance to aggression, RF’s horrific war crimes. We agreed that all guilty must be punished. Enhancing cooperation, including in energy sector, is on the agenda. Appreciate 🇳🇴 support! We must restore peace in 🇺🇦","Held talks with 🇳🇴 PM . Informed of the course of resistance to aggression, RF’s horrific war crimes. We agreed that all guilty must be punished. Enhancing cooperation, including in energy sector, is on the agenda. Appreciate 🇳🇴 support! We must restore peace in 🇺🇦"
323,"Continued dialogue with 🇳🇱 PM @MinPres. Discussed defense support for 🇺🇦 in our counteraction to the RF’s aggression, the need to enhance sanctions &amp; punish all those guilty of the horrible crimes of the aggressor in 🇺🇦. We’ll continue to coordinate efforts to achieve peace in 🇺🇦","Continued dialogue with 🇳🇱 PM . Discussed defense support for 🇺🇦 in our counteraction to the RF’s aggression, the need to enhance sanctions &amp; punish all those guilty of the horrible crimes of the aggressor in 🇺🇦. We’ll continue to coordinate efforts to achieve peace in 🇺🇦"
324,"Had a phone conversation with @_AfricanUnion Chairman, 🇸🇳  President @Macky_Sall. Noted the statement of @_AfricanUnion dated 24.02 on respect for 🇺🇦’s sovereignty &amp; territorial integrity.  Informed about our struggle against the invasion &amp; heinous crimes of the Russian aggressor","Had a phone conversation with  Chairman, 🇸🇳  President . Noted the statement of  dated 24.02 on respect for 🇺🇦’s sovereignty &amp; territorial integrity.  Informed about our struggle against the invasion &amp; heinous crimes of the Russian aggressor"
